learner,frac,qini
T-learner,0.24921923797626483,95.15151515151516
T-learner,0.25249843847595255,98.39726027397259
T-learner,0.2557776389756402,100.43085433312848
T-learner,0.2590568394753279,100.47810218978103
T-learner,0.2623360399750156,100.23076923076925
T-learner,0.2656152404747033,100.96563981042652
T-learner,0.268894440974391,103.05161290322579
T-learner,0.2721736414740787,102.72874493927128
T-learner,0.2754528419737664,105.50085763293308
T-learner,0.27873204247345407,109.01923076923077
T-learner,0.2820112429731418,109.55567991046445
T-learner,0.2852904434728295,107.50221238938056
T-learner,0.28856964397251716,109.24454148471614
T-learner,0.2918488444722049,109.20840064620353
T-learner,0.29512804497189254,107.74626865671641
T-learner,0.29840724547158026,114.0
T-learner,0.301686445971268,114.71071800208117
T-learner,0.30496564647095564,113.01134020618557
T-learner,0.30824484697064336,115.24770642201833
T-learner,0.311524047470331,118.85427135678395
T-learner,0.31480324797001874,124.0
T-learner,0.31808244846970646,126.44923982344287
T-learner,0.3213616489693941,128.0
T-learner,0.32464084946908184,125.64544138929088
T-learner,0.3279200499687695,128.20267686424475
T-learner,0.3311992504684572,132.33427762039662
T-learner,0.33447845096814494,133.44590163934427
T-learner,0.3377576514678326,134.3388888888889
T-learner,0.3410368519675203,138.7810352725607
T-learner,0.344316052467208,140.12403452975923
T-learner,0.3475952529668957,145.6972972972973
T-learner,0.35087445346658336,148.78361531611756
T-learner,0.3541536539662711,148.7829730921923
T-learner,0.3574328544659588,149.56799300393527
T-learner,0.36071205496564646,149.70312500000003
T-learner,0.3639912554653342,151.31201382886775
T-learner,0.36727045596502184,149.15433946130827
T-learner,0.37054965646470955,150.9258160237389
T-learner,0.37382885696439727,153.360201511335
T-learner,0.37710805746408493,153.58402662229616
T-learner,0.38038725796377265,156.38613861386136
T-learner,0.3836664584634603,155.48668578451452
T-learner,0.38694565896314803,154.69914738124237
T-learner,0.39022485946283575,153.24657534246575
T-learner,0.3935040599625234,154.47284345047927
T-learner,0.39678326046221113,159.15110759493672
T-learner,0.4000624609618988,160.25215348472983
T-learner,0.4033416614615865,157.80023319082778
T-learner,0.4066208619612742,158.5734670266101
T-learner,0.4099000624609619,156.44308164047527
T-learner,0.4131792629606496,157.1264717052792
T-learner,0.41645846346033727,157.5730421686747
T-learner,0.419737663960025,156.00447928331465
T-learner,0.4230168644597127,153.21103295075898
T-learner,0.42629606495940037,156.44730077120823
T-learner,0.4295752654590881,157.45408163265307
T-learner,0.43285446595877575,158.01954397394138
T-learner,0.43613366645846346,159.58806613946797
T-learner,0.4394128669581512,159.81740370898717
T-learner,0.44269206745783884,159.47029702970298
T-learner,0.44597126795752656,163.3839662447258
T-learner,0.4492504684572142,163.68756530825493
T-learner,0.45252966895690194,165.56215469613255
T-learner,0.4558088694565896,168.78135709389994
T-learner,0.4590880699562773,172.2537517053206
T-learner,0.46236727045596504,172.24991534033188
T-learner,0.4656464709556527,169.36565656565654
T-learner,0.4689256714553404,171.1304347826087
T-learner,0.4722048719550281,170.91162790697678
T-learner,0.4754840724547158,172.13860403572608
T-learner,0.4787632729544035,174.1432325886991
T-learner,0.4820424734540912,175.78878748370272
T-learner,0.4853216739537789,179.02718446601938
T-learner,0.48860087445346656,178.91685393258427
T-learner,0.4918800749531543,179.23428024257902
T-learner,0.495159275452842,181.02664129400574
T-learner,0.49843847595252966,181.80838323353288
T-learner,0.5017176764522173,184.05084745762713
T-learner,0.5049968769519051,185.3856209150327
T-learner,0.5082760774515928,187.52012383900933
T-learner,0.5115552779512804,189.7749077490775
T-learner,0.5148344784509682,190.08051235132666
T-learner,0.5181136789506559,191.36087484811662
T-learner,0.5213928794503435,189.9921592279855
T-learner,0.5246720799500312,193.65269461077838
T-learner,0.527951280449719,194.67985718536147
T-learner,0.5312304809494066,197.49068322981367
T-learner,0.5345096814490943,197.04823529411766
